geo_point_2d;geo_shape;nature_l;sigle;secteur;code_postal;commune;academie;denom;nom_lycee;dept
48.95925419722397, 2.8750251736327277;"{""coordinates"": [2.875025173632728, 48.95925419722397], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Public;77284;Meaux;Créteil;LYCEE GENERAL ET TECHNOLOGIQUE;HENRI-MOISSAN;77
48.82599572940095, 2.2762567183950693;"{""coordinates"": [2.276256718395069, 48.82599572940095], ""type"": ""Point""}";Lycée polyvalent;LPO;Privé;92040;Issy-les-Moulineaux;Versailles;LYCEE POLYVALENT PRIVE;LA-SALLE-SAINT-NICOLAS;92
48.88148312041418, 2.3434114085501943;"{""coordinates"": [2.343411408550194, 48.88148312041418], ""type"": ""Point""}";Lycée d'enseignement général;LG;Public;75109;Paris 9e Arrondissement;Paris;LYCEE GENERAL;JACQUES-DECOUR;75
48.98436044610984, 2.244473864378135;"{""coordinates"": [2.244473864378135, 48.98436044610984], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;95219;Ermont;Versailles;LPO LYCEE DES METIERS;GUSTAVE-EIFFEL;95
49.0346691561264, 2.0847198446121924;"{""coordinates"": [2.084719844612192, 49.0346691561264], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Public;95500;Pontoise;Versailles;LYCEE GENERAL ET TECHNOLOGIQUE;ALFRED-KASTLER;95
48.94385072615915, 2.4679900156556203;"{""coordinates"": [2.46799001565562, 48.94385072615915], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Public;93007;Le Blanc-Mesnil;Créteil;LYCEE GENERAL ET TECHNOLOGIQUE;WOLFGANG-AMADEUS-MOZART;93
48.84286812293381, 2.2861504949495886;"{""coordinates"": [2.286150494949589, 48.84286812293381], ""type"": ""Point""}";Lycée d'enseignement général;LG;Privé;75115;Paris 15e Arrondissement;Paris;LYCEE GENERAL PRIVE;SAINTE-ELISABETH;75
48.86071490390329, 2.2750547256597002;"{""coordinates"": [2.2750547256597, 48.86071490390329], ""type"": ""Point""}";Lycée d'enseignement général;LG;Privé;75116;Paris 16e Arrondissement;Paris;LYCEE GENERAL PRIVE;GERSON;75
48.69786284637728, 2.596291639837179;"{""coordinates"": [2.596291639837179, 48.69786284637728], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;77053;Brie-Comte-Robert;Créteil;LYCEE POLYVALENT;BLAISE-PASCAL;77
48.91423176518751, 2.2463802477562154;"{""coordinates"": [2.246380247756215, 48.91423176518751], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;92025;Colombes;Versailles;LPO LYCEE DES METIERS;CLAUDE-GARAMONT;92
48.73484065033922, 2.306437954367267;"{""coordinates"": [2.306437954367267, 48.73484065033922], ""type"": ""Point""}";Lycée professionnel;LP;Public;92002;Antony;Versailles;LP LYCEE DES METIERS;THÉODORE-MONOD;92
48.863528584463985, 2.3845078508866755;"{""coordinates"": [2.384507850886675, 48.863528584463985], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Public;75111;Paris 11e Arrondissement;Paris;LYCEE GENERAL ET TECHNOLOGIQUE;VOLTAIRE;75
48.86135301130127, 2.3640277913184926;"{""coordinates"": [2.364027791318493, 48.86135301130127], ""type"": ""Point""}";Lycée polyvalent;LGT;Public;75103;Paris 3e Arrondissement;Paris;LYCEE GENERAL ET TECHNOLOGIQUE;SIMONE-WEIL;75
48.81791028115464, 2.3621960829333934;"{""coordinates"": [2.362196082933393, 48.81791028115464], ""type"": ""Point""}";Lycée d'enseignement général;LG;Privé;75113;Paris 13e Arrondissement;Paris;LYCEE GENERAL PRIVE;YABNÉ;75
48.859396368046, 2.3056768158734524;"{""coordinates"": [2.305676815873452, 48.859396368046], ""type"": ""Point""}";Lycée d'enseignement général;LG;Privé;75107;Paris 7e Arrondissement;Paris;LYCEE GENERAL PRIVE;LA-ROCHEFOUCAULD;75
48.76746078819328, 2.2556590694037246;"{""coordinates"": [2.255659069403725, 48.76746078819328], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;92019;Châtenay-Malabry;Versailles;LPO LYCEE DES METIERS;JEAN-JAURÈS;92
48.881951709762085, 2.2805094221726994;"{""coordinates"": [2.280509422172699, 48.881951709762085], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Privé;92051;Neuilly-sur-Seine;Versailles;LYCEE GEN.ET TECHNOL.PRIVE;NOTRE-DAME-DE-SAINTE-CROIX;92
48.794428628258096, 2.4452257058376383;"{""coordinates"": [2.445225705837638, 48.794428628258096], ""type"": ""Point""}";Lycée d'enseignement général;LG;Privé;94028;Créteil;Créteil;LYCEE GENERAL PRIVE;OZAR-HATORAH (FILLES);94
48.981233364812034, 2.375069842538826;"{""coordinates"": [2.375069842538826, 48.981233364812034], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Privé;95585;Sarcelles;Versailles;LYCEE GEN.ET TECHNOL.PRIVE;TORAT-EMET;95
49.02707284225144, 2.339549522655098;"{""coordinates"": [2.339549522655098, 49.02707284225144], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;95199;Domont;Versailles;LYCEE POLYVALENT;GEORGE-SAND;95
48.84247707731107, 2.4128782454316497;"{""coordinates"": [2.41287824543165, 48.84247707731107], ""type"": ""Point""}";Lycée d'enseignement général;LG;Privé;75112;Paris 12e Arrondissement;Paris;LYCEE GENERAL PRIVE;ENIO-GEORGES-LEVEN;75
48.92473395196473, 2.1079590776589683;"{""coordinates"": [2.107959077658968, 48.92473395196473], ""type"": ""Point""}";Lycée d'enseignement général, technologique et professionnel agricole;LEGTPA;Public;78551;Saint-Germain-en-Laye;Versailles;LYC GEN TECHNO PROF AGRICOLE;AGRO-CAMPUS SAINT-GERMAIN-EN-LAYE-CHAMBOURCY;78
48.70555197564172, 2.4472278404664904;"{""coordinates"": [2.44722784046649, 48.70555197564172], ""type"": ""Point""}";Etablissement régional d'enseignement adapté;EREA;Public;91421;Montgeron;Versailles;ETAB.REGIONAL ENSEIGNT ADAPTE;JEAN-ISOARD;91
49.055734101724994, 2.0889441159694244;"{""coordinates"": [2.088944115969424, 49.055734101724994], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;95500;Pontoise;Versailles;LPO LYCEE DES METIERS;CAMILLE-PISSARRO;95
48.824530467988126, 3.090788628804539;"{""coordinates"": [3.090788628804539, 48.824530467988126], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;77131;Coulommiers;Créteil;LPO LYCEE DES METIERS;"JULES-FERRY ""Campus de Coulommiers""";77
48.94978820057708, 2.4896207049660775;"{""coordinates"": [2.489620704966077, 48.94978820057708], ""type"": ""Point""}";Lycée polyvalent;LPO;Privé;93005;Aulnay-sous-Bois;Créteil;LYCEE POLYVALENT PRIVE;PROTECTORAT-SAINT-JOSEPH;93
48.907602902179185, 2.429229614654271;"{""coordinates"": [2.429229614654271, 48.907602902179185], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;93008;Bobigny;Créteil;LYCEE POLYVALENT;ANDRE-SABATIER;93
48.90232898046688, 2.4415454004011488;"{""coordinates"": [2.441545400401149, 48.90232898046688], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Public;93008;Bobigny;Créteil;LYCEE GENERAL ET TECHNOLOGIQUE;LOUISE-MICHEL;93
48.87225308394231, 2.708918151535288;"{""coordinates"": [2.708918151535288, 48.87225308394231], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Privé;77243;Lagny-sur-Marne;Créteil;LYCEE GENERAL ET TECHNO PRIVE;SAINT-LAURENT-LA-PAIX-NOTRE-DAME;77
48.551256125709315, 3.007578213825674;"{""coordinates"": [3.007578213825674, 48.551256125709315], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;77327;Nangis;Créteil;LYCEE POLYVALENT;HENRI-BECQUEREL;77
48.62797340350015, 2.576734256686577;"{""coordinates"": [2.576734256686577, 48.62797340350015], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;77296;Moissy-Cramayel;Créteil;LYCEE POLYVALENT;MARE-CARRÉE (DE LA);77
49.00538691267581, 2.4156023499748893;"{""coordinates"": [2.415602349974889, 49.00538691267581], ""type"": ""Point""}";Lycée professionnel;LP;Public;95680;Villiers-le-Bel;Versailles;LP LYCEE DES METIERS;PIERRE-MENDÈS-FRANCE;95
48.943437238556506, 2.250783147171833;"{""coordinates"": [2.250783147171833, 48.943437238556506], ""type"": ""Point""}";Lycée professionnel;LP;Privé;95018;Argenteuil;Versailles;LYCEE PROF PRIVE DES METIERS;FONDATION-COGNACQ-JAY;95
48.85431679723974, 2.3922923281883897;"{""coordinates"": [2.39229232818839, 48.85431679723974], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;75111;Paris 11e Arrondissement;Paris;LPO LYCEE DES METIERS;DORIAN;75
48.965745716582234, 1.6839085717286852;"{""coordinates"": [1.683908571728685, 48.965745716582234], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;78354;Magnanville;Versailles;LYCEE POLYVALENT;LEOPOLD-SÉDAR-SENGHOR;78
48.898870982809264, 2.3223195581382923;"{""coordinates"": [2.322319558138292, 48.898870982809264], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Privé;75117;Paris 17e Arrondissement;Paris;LYCEE GEN. ET TECHNOL.PRIVE;GROUPE-SCOLAIRE-ALLIANCE-RACHI;75
48.87459284389307, 2.363639804675041;"{""coordinates"": [2.363639804675041, 48.87459284389307], ""type"": ""Point""}";Lycée professionnel;LP;Public;75110;Paris 10e Arrondissement;Paris;LP LYCEE DES METIERS;MARIE-LAURENCIN;75
48.852829962745375, 2.4250052027637605;"{""coordinates"": [2.425005202763761, 48.852829962745375], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Privé;93048;Montreuil;Créteil;LYCEE GENERAL ET TECHNO PRIVE;ORT DANIEL MAYER;93
49.04571863094732, 2.0301435914795705;"{""coordinates"": [2.03014359147957, 49.04571863094732], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Public;95127;Cergy;Versailles;LYCEE GENERAL ET TECHNOLOGIQUE;GALILÉE;95
49.00948880566159, 2.0245824650111013;"{""coordinates"": [2.024582465011101, 49.00948880566159], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;95323;Jouy-le-Moutier;Versailles;LYCEE POLYVALENT;HAUTIL (DE L');95
48.98779363471244, 2.230861167070562;"{""coordinates"": [2.230861167070562, 48.98779363471244], ""type"": ""Point""}";Lycée polyvalent;LP;Privé;95252;Franconville;Versailles;LYCEE POLYVALENT PRIVE DES MET;JEANNE-D'ARC;95
48.627601233505374, 2.3324066217262596;"{""coordinates"": [2.33240662172626, 48.627601233505374], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;91549;Sainte-Geneviève-des-Bois;Versailles;LYCEE POLYVALENT;PAUL-LANGEVIN;91
48.83305616136949, 2.341360787542904;"{""coordinates"": [2.341360787542904, 48.83305616136949], ""type"": ""Point""}";Lycée d'enseignement général;LG;Privé;75113;Paris 13e Arrondissement;Paris;LYCEE GENERAL PRIVE;NOTRE-DAME-DE-FRANCE;75
48.403304336715394, 2.7976540778951255;"{""coordinates"": [2.797654077895126, 48.403304336715394], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;77079;Champagne-sur-Seine;Créteil;LPO LYCEE DES METIERS;LAFAYETTE;77
48.97964006756426, 1.9214337358039122;"{""coordinates"": [1.921433735803912, 48.97964006756426], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;78440;Les Mureaux;Versailles;LPO LYCEE DES METIERS;VAUCANSON;78
48.81352660604687, 2.3455389854568405;"{""coordinates"": [2.34553898545684, 48.81352660604687], ""type"": ""Point""}";Lycée professionnel;LP;Public;94037;Gentilly;Créteil;LYCEE PROFESSIONNEL;VAL-DE-BIÈVRE;94
48.85191811154058, 2.4732745999967123;"{""coordinates"": [2.473274599996712, 48.85191811154058], ""type"": ""Point""}";Lycée professionnel;LP;Public;94033;Fontenay-sous-Bois;Créteil;LYCEE PROFESSIONNEL;MICHELET;94
48.777587380672884, 2.288115866239343;"{""coordinates"": [2.288115866239343, 48.777587380672884], ""type"": ""Point""}";Lycée d'enseignement général;LG;Public;92071;Sceaux;Versailles;LYCEE GENERAL;MARIE-CURIE;92
48.90691872435574, 2.237743916784432;"{""coordinates"": [2.237743916784432, 48.90691872435574], ""type"": ""Point""}";Lycée professionnel;LP;Public;92035;La Garenne-Colombes;Versailles;LP LYCEE DES METIERS;TOURNELLE (LA);92
48.89449489523217, 2.3660016400042876;"{""coordinates"": [2.366001640004288, 48.89449489523217], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LG;Privé;75118;Paris 18e Arrondissement;Paris;LYCEE GENERAL PRIVE;SINAI;75
48.85888937384372, 2.2998526652520264;"{""coordinates"": [2.299852665252026, 48.85888937384372], ""type"": ""Point""}";Lycée professionnel;LP;Public;75107;Paris 7e Arrondissement;Paris;LYCEE PROFESSIONNEL;GUSTAVE-EIFFEL;75
48.847751113486005, 2.2908939703704267;"{""coordinates"": [2.290893970370427, 48.847751113486005], ""type"": ""Point""}";Lycée d'enseignement général;LG;Privé;75115;Paris 15e Arrondissement;Paris;LYCEE GENERAL PRIVE;ACTIVE-BILINGUE-JEANNINE-MANUEL;75
48.91425027505293, 2.170380719574498;"{""coordinates"": [2.170380719574498, 48.91425027505293], ""type"": ""Point""}";Lycée polyvalent;LGT;Public;78124;Carrières-sur-Seine;Versailles;LYCEE POLYVALENT;PIERRES-VIVES (LES);78
48.91063012493302, 2.2596680663599416;"{""coordinates"": [2.259668066359942, 48.91063012493302], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Public;92009;Bois-Colombes;Versailles;LYCEE GENERAL ET TECHNOLOGIQUE;ALBERT-CAMUS;92
48.69121763541071, 2.3012547892668396;"{""coordinates"": [2.30125478926684, 48.69121763541071], ""type"": ""Point""}";Lycée professionnel;LP;Public;91345;Longjumeau;Versailles;LP LYCEE DES METIERS;JEAN-PERRIN;91
48.732205354143666, 2.2529457885593263;"{""coordinates"": [2.252945788559326, 48.732205354143666], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;91377;Massy;Versailles;LPO LYCEE DES METIERS;PARC-DE-VILGÉNIS;91
48.81905489339807, 2.318294554149059;"{""coordinates"": [2.318294554149059, 48.81905489339807], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Privé;92049;Montrouge;Versailles;LYCEE GEN.ET TECHNOL.PRIVE;JEANNE-D'ARC;92
48.944771654591776, 2.5086697415759307;"{""coordinates"": [2.508669741575931, 48.944771654591776], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Public;93005;Aulnay-sous-Bois;Créteil;LYCEE GENERAL ET TECHNOLOGIQUE;VOILLAUME;93
48.905387477136216, 2.3915064725106965;"{""coordinates"": [2.391506472510696, 48.905387477136216], ""type"": ""Point""}";Lycée professionnel;LP;Public;93001;Aubervilliers;Créteil;LYCEE PROFESSIONNEL;JEAN-PIERRE-TIMBAUD;93
48.91829628370123, 2.5160193469444376;"{""coordinates"": [2.516019346944438, 48.91829628370123], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;93046;Livry-Gargan;Créteil;LPO LYCEE DES METIERS;HENRI-SELLIER;93
48.93942844483565, 2.3558819027827442;"{""coordinates"": [2.355881902782744, 48.93942844483565], ""type"": ""Point""}";Lycée polyvalent;LP;Public;93066;Saint-Denis;Créteil;LPO LYCEE DES METIERS;ENNA (L');93
48.88227084650644, 2.5112979907000073;"{""coordinates"": [2.511297990700007, 48.88227084650644], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;93077;Villemomble;Créteil;LYCEE POLYVALENT;BLAISE-PASCAL;93
48.93281323847947, 2.3550342921556937;"{""coordinates"": [2.355034292155694, 48.93281323847947], ""type"": ""Point""}";Lycée polyvalent;LPO;Privé;93066;Saint-Denis;Créteil;LYC POLYVAL PRIVE des METIERS;LA-SALLE-SAINT-DENIS;93
48.770416872596364, 2.5154245248728864;"{""coordinates"": [2.515424524872886, 48.770416872596364], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;94071;Sucy-en-Brie;Créteil;LPO LYCEE DES METIERS;PARC-MONTALEAU;94
48.759714137914635, 2.525115916193904;"{""coordinates"": [2.525115916193904, 48.759714137914635], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;94071;Sucy-en-Brie;Créteil;LYCEE POLYVALENT;CHRISTOPHE-COLOMB;94
48.89146736465591, 2.4137524032686497;"{""coordinates"": [2.41375240326865, 48.89146736465591], ""type"": ""Point""}";Lycée d'enseignement général;LG;Privé;93055;Pantin;Créteil;LYCEE GENERAL PRIVE;SAINT-JOSEPH-LA-SALLE;93
48.88331908060627, 2.6127267806892163;"{""coordinates"": [2.612726780689216, 48.88331908060627], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Public;77108;Chelles;Créteil;LYCEE GENERAL ET TECHNOLOGIQUE;GASTON-BACHELARD;77
48.80197096314761, 2.2402824729294495;"{""coordinates"": [2.240282472929449, 48.80197096314761], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Public;92048;Meudon;Versailles;LYCEE GENERAL ET TECHNOLOGIQUE;RABELAIS;92
48.85486002413271, 2.358190760391015;"{""coordinates"": [2.358190760391015, 48.85486002413271], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Public;75104;Paris 4e Arrondissement;Paris;LYCEE GENERAL ET TECHNOLOGIQUE;SOPHIE-GERMAIN;75
48.82243522768031, 2.40461303291982;"{""coordinates"": [2.40461303291982, 48.82243522768031], ""type"": ""Point""}";Lycée d'enseignement général;LG;Privé;94018;Charenton-le-Pont;Créteil;LYCEE GENERAL PRIVE;NOTRE-DAME-DES-MISSIONS;94
48.95045563933283, 2.248542443427846;"{""coordinates"": [2.248542443427846, 48.95045563933283], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;95018;Argenteuil;Versailles;LYCEE POLYVALENT;GEORGES-BRAQUE;95
49.02021184050994, 2.2083984659846494;"{""coordinates"": [2.208398465984649, 49.02021184050994], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;95607;Taverny;Versailles;LYCEE POLYVALENT;LOUIS-JOUVET;95
48.87668743530978, 2.3725066635807477;"{""coordinates"": [2.372506663580748, 48.87668743530978], ""type"": ""Point""}";Lycée d'enseignement général;LG;Privé;75119;Paris 19e Arrondissement;Paris;LYCEE GENERAL PRIVE;N'R'HATORAH;75
48.77894424907678, 2.0408673675866345;"{""coordinates"": [2.040867367586634, 48.77894424907678], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Privé;78423;Montigny-le-Bretonneux;Versailles;LYCEE GEN.ET TECHNOL.PRIVE;SAINT-FRANCOIS-D'ASSISE;78
48.793335766501144, 2.123977103096318;"{""coordinates"": [2.123977103096318, 48.793335766501144], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Privé;78646;Versailles;Versailles;LYCEE GEN.ET TECHNOL.PRIVE;NOTRE-DAME-DU-GRANDCHAMP;78
48.89599104598078, 2.0996428393104494;"{""coordinates"": [2.099642839310449, 48.89599104598078], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Privé;78551;Saint-Germain-en-Laye;Versailles;LYCEE GEN.ET TECHNOL.PRIVE;SAINT-EREMBERT;78
48.79009292273983, 2.61586073305074;"{""coordinates"": [2.61586073305074, 48.79009292273983], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Public;77373;Pontault-Combault;Créteil;LYCEE GENERAL ET TECHNOLOGIQUE;CAMILLE-CLAUDEL;77
48.88935604762606, 2.193583099163983;"{""coordinates"": [2.193583099163983, 48.88935604762606], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;92050;Nanterre;Versailles;LYCEE POLYVALENT;LOUISE-MICHEL;92
48.843810385693025, 2.330915454269126;"{""coordinates"": [2.330915454269126, 48.843810385693025], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Privé;75106;Paris 6e Arrondissement;Paris;LYCEE GEN.ET TECHNOL.PRIVE;NOTRE-DAME-DE-SION;75
48.86156693264439, 2.278832211038122;"{""coordinates"": [2.278832211038122, 48.86156693264439], ""type"": ""Point""}";Lycée d'enseignement général;LG;Privé;75116;Paris 16e Arrondissement;Paris;LYCEE GENERAL PRIVE;INSTITUT-DE-LA-TOUR;75
48.824050591551334, 2.361400428279302;"{""coordinates"": [2.361400428279302, 48.824050591551334], ""type"": ""Point""}";Lycée d'enseignement général;LG;Public;75113;Paris 13e Arrondissement;Paris;LYCEE GENERAL;GABRIEL-FAURÉ;75
48.86619461988866, 2.393568743149132;"{""coordinates"": [2.393568743149132, 48.86619461988866], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;75120;Paris 20e Arrondissement;Paris;LPO LYCEE DES METIERS;MARTIN-NADAUD;75
48.84002479218383, 2.717929609754802;"{""coordinates"": [2.717929609754802, 48.84002479218383], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Public;77058;Bussy-Saint-Georges;Créteil;LYCEE GENERAL ET TECHNOLOGIQUE;MARTIN-LUTHER-KING;77
48.85423825167709, 2.3604825865320382;"{""coordinates"": [2.360482586532038, 48.85423825167709], ""type"": ""Point""}";Lycée d'enseignement général;LG;Public;75104;Paris 4e Arrondissement;Paris;LYCEE GENERAL;CHARLEMAGNE;75
48.681298230495, 2.4325885853991966;"{""coordinates"": [2.432588585399197, 48.681298230495], ""type"": ""Point""}";Lycée professionnel;LP;Public;91201;Draveil;Versailles;LP LYCEE DES METIERS;NADAR;91
48.706184483400904, 2.4501878379524697;"{""coordinates"": [2.45018783795247, 48.706184483400904], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Public;91421;Montgeron;Versailles;LYCEE GENERAL ET TECHNOLOGIQUE;ROSA-PARKS;91
48.846150986539236, 2.5490887631686205;"{""coordinates"": [2.549088763168621, 48.846150986539236], ""type"": ""Point""}";Lycée professionnel;LP;Privé;93051;Noisy-le-Grand;Créteil;LYCEE PROF PRIVE DES METIERS;FRANCOISE-CABRINI (PROFESSIONNEL);93
48.85021141969313, 2.431101077190197;"{""coordinates"": [2.431101077190197, 48.85021141969313], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Privé;94080;Vincennes;Créteil;LYC GEN TECH PRIVE DES METIERS;BATIMENT-ET-TRAVAUX-PUBLICS;94
49.06475221357289, 2.679614479677776;"{""coordinates"": [2.679614479677776, 49.06475221357289], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;77153;Dammartin-en-Goële;Créteil;LYCEE POLYVALENT;CHARLOTTE-DELBO;77
48.84579872512279, 2.331370942676941;"{""coordinates"": [2.331370942676941, 48.84579872512279], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Privé;75106;Paris 6e Arrondissement;Paris;LYCEE GEN.ET TECHNOL.PRIVE;SAINTE-GENEVIÈVE;75
48.83426078467304, 2.353294719646587;"{""coordinates"": [2.353294719646587, 48.83426078467304], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;75113;Paris 13e Arrondissement;Paris;LYCEE POLYVALENT;JEAN-LURCAT;75
48.927838991013765, 2.3287839994294988;"{""coordinates"": [2.328783999429499, 48.927838991013765], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;92078;Villeneuve-la-Garenne;Versailles;LYCEE POLYVALENT;CHARLES-PETIET;92
49.067424572868426, 2.3237869823045996;"{""coordinates"": [2.3237869823046, 49.067424572868426], ""type"": ""Point""}";Lycée professionnel;LP;Public;95430;Montsoult;Versailles;LP LYCEE DES METIERS;JEAN-MERMOZ;95
48.92393141002824, 2.4582861012240644;"{""coordinates"": [2.458286101224064, 48.92393141002824], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;93029;Drancy;Créteil;LYCEE POLYVALENT;EUGENE-DELACROIX;93
48.81465440262438, 1.8712045209793031;"{""coordinates"": [1.871204520979303, 48.81465440262438], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;78683;Villiers-Saint-Fréderic;Versailles;LPO LYCEE DES METIERS;VIOLLET-LE-DUC;78
48.69895561508703, 2.2564267702808474;"{""coordinates"": [2.256426770280847, 48.69895561508703], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Privé;91661;Villebon-sur-Yvette;Versailles;LYCEE GEN.ET TECHNOL.PRIVE;ILE-DE-FRANCE;91
48.67031028966706, 2.3730097909482333;"{""coordinates"": [2.373009790948233, 48.67031028966706], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Privé;91687;Viry-Châtillon;Versailles;LYCEE GEN.ET TECHNOL.PRIVE;SAINT-LOUIS-SAINT-CLÉMENT;91
48.886883393253704, 2.328136404018251;"{""coordinates"": [2.328136404018251, 48.886883393253704], ""type"": ""Point""}";Lycée d'enseignement technologique;LT;Public;75118;Paris 18e Arrondissement;Paris;LT LYCEE DES METIERS;AUGUSTE-RENOIR;75
48.84731934770192, 2.370114476367913;"{""coordinates"": [2.370114476367913, 48.84731934770192], ""type"": ""Point""}";Lycée professionnel;LP;Public;75112;Paris 12e Arrondissement;Paris;LYCEE PROFESSIONNEL;CHENNEVIERE-MALEZIEUX;75
48.83038306602857, 2.3488869178958924;"{""coordinates"": [2.348886917895892, 48.83038306602857], ""type"": ""Point""}";Lycée professionnel;LP;Public;75113;Paris 13e Arrondissement;Paris;LYCEE PROFESSIONNEL;ARTS-GRAPHIQUES;75
48.863357273353074, 2.402163413626433;"{""coordinates"": [2.402163413626433, 48.863357273353074], ""type"": ""Point""}";Lycée d'enseignement général;LG;Privé;75120;Paris 20e Arrondissement;Paris;LYCEE GENERAL PRIVE;BETH-YACOV;75
48.87091755389408, 2.3479876077780273;"{""coordinates"": [2.347987607778027, 48.87091755389408], ""type"": ""Point""}";Lycée d'enseignement général;LG;Privé;75110;Paris 10e Arrondissement;Paris;LYCEE GENERAL PRIVE;EDGAR-POE;75
48.757821666813484, 2.2714325458765074;"{""coordinates"": [2.271432545876507, 48.757821666813484], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Privé;92019;Châtenay-Malabry;Versailles;LYCEE GEN.ET TECHNOL.PRIVE;SOPHIE-BARAT;92
48.89145477545203, 2.2491307799245632;"{""coordinates"": [2.249130779924563, 48.89145477545203], ""type"": ""Point""}";Lycée d'enseignement général;LG;Public;92026;Courbevoie;Versailles;LYCEE GENERAL;LUCIE-AUBRAC;92
48.887652769488, 2.542119432655529;"{""coordinates"": [2.542119432655529, 48.887652769488], ""type"": ""Point""}";Lycée professionnel;LP;Public;93032;Gagny;Créteil;LP LYCEE DES METIERS;JEAN-BAPTISTE-CLÉMENT;93
48.845190008451134, 2.256571096471657;"{""coordinates"": [2.256571096471657, 48.845190008451134], ""type"": ""Point""}";Lycée d'enseignement général;LG;Public;75116;Paris 16e Arrondissement;Paris;LYCEE GENERAL;JEAN-DE-LA-FONTAINE;75
48.9408059552983, 2.326238595787;"{""coordinates"": [2.326238595787, 48.9408059552983], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Public;92078;Villeneuve-la-Garenne;Versailles;LYCEE GENERAL ET TECHNOLOGIQUE;MICHEL-ANGE;92
48.820214891038106, 2.2880105807100897;"{""coordinates"": [2.28801058071009, 48.820214891038106], ""type"": ""Point""}";Lycée professionnel;LP;Public;92075;Vanves;Versailles;LYCEE PROFESSIONNEL;DARDENNE;92
49.029596593674306, 2.4564261650346477;"{""coordinates"": [2.456426165034648, 49.029596593674306], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;95280;Goussainville;Versailles;LPO LYCEE DES METIERS;ROMAIN-ROLLAND;95
