Identifiant action de formation;Enseignements de spécialité de classe de 1ère générale;Identifiant et fiche onisep lieu de cours;Libellé lieu de cours;Adresse lieu de cours;Code postal lieu de cours;Commune lieu de cours;Département lieu de cours;Région lieu de cours;Académie lieu de cours
AF.40995;Sciences économiques et sociales / Humanités, littérature et philosophie / Sciences de l'ingénieur / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.9304;Lycée Notre-Dame;106 boulevard Charles de Gaulle;95110;Sannois;Val-d'Oise;Ile-de-France;Versailles
AF.41007;Sciences économiques et sociales / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.10374;Ecole active bilingue Jeannine Manuel;70 rue du Théâtre;75015;Paris;Paris;Ile-de-France;Paris
AF.41929;Sciences économiques et sociales / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.2742;Lycée Fernand et Nadia Léger;7 allée Fernand Léger;95100;Argenteuil;Val-d'Oise;Ile-de-France;Versailles
AF.46274;Sciences économiques et sociales / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / LLCER anglais / Mathématiques / Physique-chimie / Sciences de la vie et de la Terre;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.10776;Lycée général privé Charles Péguy;216 avenue Henri Barbusse;93000;Bobigny;Seine-Saint-Denis;Ile-de-France;Créteil
AF.46380;Sciences économiques et sociales / Arts : arts plastiques / Arts : musique / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8907;Lycée Henri Wallon;146 rue Jacques Savator;93300;Aubervilliers;Seine-Saint-Denis;Ile-de-France;Créteil
AF.46462;Sciences économiques et sociales / Arts : histoire des arts / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.19719;Lycée Louis de Broglie;1 avenue Jean Béranger;78160;Marly-le-Roi;Yvelines;Ile-de-France;Versailles
AF.46468;Sciences économiques et sociales / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.1655;Lycée polyvalent Jean Jaurès;280 avenue Jean Jaurès;92290;Châtenay-Malabry;Hauts-de-Seine;Ile-de-France;Versailles
AF.58174;Sciences économiques et sociales / Sciences de l'ingénieur / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Physique-chimie / Sciences de la vie et de la Terre;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.9987;Lycée polyvalent Lucie Aubrac;51 rue Victor Hugo;93500;Pantin;Seine-Saint-Denis;Ile-de-France;Créteil
AF.6021;Sciences économiques et sociales / Arts : arts plastiques / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.9185;Lycée Guy de Maupassant;52 rue Robert Schuman;92700;Colombes;Hauts-de-Seine;Ile-de-France;Versailles
AF.63567;Sciences économiques et sociales / Arts : arts plastiques / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.2515;Lycée Marie Curie;1 rue Constant Pilate;92330;Sceaux;Hauts-de-Seine;Ile-de-France;Versailles
AF.63603;Sciences économiques et sociales / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Physique-chimie / Sciences de la vie et de la Terre;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.4004;Lycée général privé Saint Joseph La Salle;12 avenue du 8 mai 1945;93500;Pantin;Seine-Saint-Denis;Ile-de-France;Créteil
AF.63637;Sciences économiques et sociales / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.2746;Lycée Notre-Dame-de-Boulogne;1 avenue Charles de Gaulle;92100;Boulogne-Billancourt;Hauts-de-Seine;Ile-de-France;Versailles
AF.63663;Sciences économiques et sociales / Arts : musique / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Littérature et langues et cultures de l'Antiquité / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales / Éducation physique, pratiques et culture sportives;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.4175;Lycée Jean Vilar;83 avenue Salvador Allende;77100;Meaux;Seine-et-Marne;Ile-de-France;Créteil
AF.63682;Sciences économiques et sociales / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Littérature et langues et cultures de l'Antiquité / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales / LLCER espagnol;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.12162;Lycée Jules Ferry;7 rue Joseph Bouyssel;78700;Conflans-Sainte-Honorine;Yvelines;Ile-de-France;Versailles
AF.63735;Sciences économiques et sociales / Humanités, littérature et philosophie / Arts : cinéma - audiovisuel / Sciences de l'ingénieur / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.9832;Lycée Simone de Beauvoir;171 avenue de Stalingrad;95140;Garges-lès-Gonesse;Val-d'Oise;Ile-de-France;Versailles
AF.6377;Sciences économiques et sociales / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.1608;Lycée polyvalent Marx Dormoy;500 rue du Professeur Milliez;94507;Champigny-sur-Marne;Val-de-Marne;Ile-de-France;Créteil
AF.63777;Sciences économiques et sociales / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / LLCER anglais / Mathématiques / Physique-chimie / Sciences de la vie et de la Terre;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5765;Lycée polyvalent Elisa Lemonnier;20 avenue Armand Rousseau;75012;Paris;Paris;Ile-de-France;Paris
AF.6381;Sciences économiques et sociales / Humanités, littérature et philosophie / Sciences de l'ingénieur / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.14504;Lycée Condorcet;31 rue Désiré Chevalier;93100;Montreuil;Seine-Saint-Denis;Ile-de-France;Créteil
AF.63819;Sciences économiques et sociales / Arts : arts plastiques / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Physique-chimie / Sciences de la vie et de la Terre / LLCER anglais / LLCER espagnol;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.17596;Lycée Sonia Delaunay;Avenue de Saint-Germain;78450;Villepreux;Yvelines;Ile-de-France;Versailles
AF.63830;Sciences économiques et sociales / Arts : arts plastiques / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre / LLCER anglais;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.9426;Lycée Colbert;27 rue Château Landon;75010;Paris;Paris;Ile-de-France;Paris
AF.63863;Sciences économiques et sociales / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / LLCER anglais / Mathématiques / Littérature et langues et cultures de l'Antiquité / Physique-chimie / Sciences de la vie et de la Terre;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.1757;Lycée Condorcet;8 rue du Havre;75009;Paris;Paris;Ile-de-France;Paris
AF.6467;Sciences économiques et sociales / Humanités, littérature et philosophie / Sciences de l'ingénieur / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.16450;Lycée Louis Armand;32 rue Stéphane Proust;95600;Eaubonne;Val-d'Oise;Ile-de-France;Versailles
AF.6540;Sciences économiques et sociales / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Physique-chimie / Sciences de la vie et de la Terre;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.1924;Lycée Gregor Mendel;205 rue de Fontenay;94300;Vincennes;Val-de-Marne;Ile-de-France;Créteil
AF.6549;Sciences économiques et sociales / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.14434;Lycée Saint-André;12 avenue Léon Gourdault;94600;Choisy-le-Roi;Val-de-Marne;Ile-de-France;Créteil
AF.6556;Sciences de l'ingénieur / Mathématiques / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre / LLCER anglais - monde contemporain / Sciences économiques et sociales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15330;Lycée polyvalent Léonard de Vinci;2 boulevard Hector Berlioz;78100;Saint-Germain-en-Laye;Yvelines;Ile-de-France;Versailles
AF.6568;Sciences économiques et sociales / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales / LLCER espagnol;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.1502;Lycée Jean Moulin;6-8 avenue Jean Moulin;77200;Torcy;Seine-et-Marne;Ile-de-France;Créteil
AF.6628;Sciences économiques et sociales / Arts : théâtre / Humanités, littérature et philosophie / Sciences de l'ingénieur / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.10067;Lycée Paul Eluard;15-17 avenue Jean Moulin;93200;Saint-Denis;Seine-Saint-Denis;Ile-de-France;Créteil
AF.92563;Sciences économiques et sociales / Arts : arts plastiques / Arts : théâtre / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Littérature et langues et cultures de l'Antiquité / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.14510;Lycée Jean Jaurès;1 rue Dombasle;93105;Montreuil;Seine-Saint-Denis;Ile-de-France;Créteil
AF.92574;Sciences économiques et sociales / LLCER espagnol / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / LLCER anglais / Mathématiques / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.16811;Lycée polyvalent Rosa-Parks;70 rue George Sand;93210;Saint-Denis;Seine-Saint-Denis;Ile-de-France;Créteil
AF.92665;Sciences économiques et sociales / Arts : arts plastiques / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.1651;Lycée Michel-Ange;2 avenue Georges Pompidou;92390;Villeneuve-la-Garenne;Hauts-de-Seine;Ile-de-France;Versailles
AF.92694;Sciences économiques et sociales / LLCER espagnol / Arts : arts plastiques / Humanités, littérature et philosophie / Sciences de l'ingénieur / Histoire-géographie, géopolitique et sciences politiques / LLCER anglais / Mathématiques / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.1634;Lycée polyvalent André Malraux;4 avenue du Lycée;77130;Montereau-Fault-Yonne;Seine-et-Marne;Ile-de-France;Créteil
AF.92764;Sciences économiques et sociales / Arts : théâtre / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Littérature et langues et cultures de l'Antiquité / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre / LLCER espagnol / Arts : arts plastiques;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.10417;Lycée René Cassin;17 rue Jean Moulin;91290;Arpajon;Essonne;Ile-de-France;Versailles
AF.92787;Sciences économiques et sociales / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Littérature et langues et cultures de l'Antiquité / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.9300;Lycée Van Gogh;Rue du Général Decaen;95120;Ermont;Val-d'Oise;Ile-de-France;Versailles
AF.57947;Sciences économiques et sociales / Arts : arts plastiques / Humanités, littérature et philosophie / Sciences de l'ingénieur / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.3309;Lycée Michelet;5 rue Jullien;92170;Vanves;Hauts-de-Seine;Ile-de-France;Versailles
AF.58078;Sciences économiques et sociales / Humanités, littérature et philosophie / Sciences de l'ingénieur / Histoire-géographie, géopolitique et sciences politiques / LLCER anglais / Mathématiques / Physique-chimie / Sciences de la vie et de la Terre;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.6125;Lycée polyvalent Maurice Rondeau;1 place Clos Saint-Georges;77600;Bussy-Saint-Georges;Seine-et-Marne;Ile-de-France;Créteil
AF.58092;Sciences économiques et sociales / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre / Humanités, littérature et philosophie / LLCER anglais;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.12239;Lycée Marguerite Yourcenar;62 rue des Edouets;91423;Morangis;Essonne;Ile-de-France;Versailles
AF.6392;Sciences économiques et sociales / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Physique-chimie / Sciences de la vie et de la Terre;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.18880;Lycée Cours du Hameau;19 rue rue Jean François Marmontel;94320;Thiais;Val-de-Marne;Ile-de-France;Créteil
AF.64807;Sciences économiques et sociales / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Physique-chimie / Sciences de la vie et de la Terre;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.9841;Lycée polyvalent Jeanne d'Arc;2 bis boulevard Toussaint Lucas;95130;Franconville;Val-d'Oise;Ile-de-France;Versailles
AF.6555;Humanités, littérature et philosophie / Arts : danse / Littérature et langues et cultures de l'Antiquité / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.17916;Ecole de danse de l'Opéra national de Paris;20 allée de la Danse;92000;Nanterre;Hauts-de-Seine;Ile-de-France;Versailles
AF.6632;Sciences économiques et sociales / Arts : histoire des arts / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Littérature et langues et cultures de l'Antiquité / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre / LLCER anglais - monde contemporain;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.10711;Lycée polyvalent Jean Rostand;8 rue Pierre Audat;93420;Villepinte;Seine-Saint-Denis;Ile-de-France;Créteil
AF.6643;Sciences économiques et sociales / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Physique-chimie / Sciences de la vie et de la Terre / LLCER anglais / LLCER espagnol;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.956;Lycée Paul Bert;7 rue Huyghens;75014;Paris;Paris;Ile-de-France;Paris
AF.68953;Sciences économiques et sociales / LLCER espagnol / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / LLCER anglais / Mathématiques / Physique-chimie / Sciences de la vie et de la Terre;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.1635;Lycée polyvalent Honoré de Balzac;Avenue Paul Langevin;77290;Mitry-Mory;Seine-et-Marne;Ile-de-France;Créteil
AF.69031;Sciences économiques et sociales / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales / Éducation physique, pratiques et culture sportives;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.2082;Lycée Charles Baudelaire;13 rue du Grand Tremblay;95470;Fosses;Val-d'Oise;Ile-de-France;Versailles
AF.69375;Sciences économiques et sociales / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.11727;Lycée de Bezons;5-7 rue Marcel Langlois;95870;Bezons;Val-d'Oise;Ile-de-France;Versailles
AF.69416;Sciences économiques et sociales / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre / LLCER anglais - monde contemporain;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.18975;Ecole internationale bilingue-Etoile;9 rue Villaret de Joyeuse;75017;Paris;Paris;Ile-de-France;Paris
AF.69426;Sciences économiques et sociales / Arts : arts plastiques / Humanités, littérature et philosophie / Sciences de l'ingénieur / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Physique-chimie / Sciences de la vie et de la Terre / Numérique et sciences informatiques / LLCER anglais - monde contemporain;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.1086;Lycée Voltaire;101 avenue de la République;75011;Paris;Paris;Ile-de-France;Paris
AF.69497;Sciences économiques et sociales / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Physique-chimie / Sciences de la vie et de la Terre / Numérique et sciences informatiques / LLCER anglais - monde contemporain / LLCER anglais;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.18639;Lycée Jean-Paul II;20 quai Pierre Brunel;78500;Sartrouville;Yvelines;Ile-de-France;Versailles
AF.69585;Sciences économiques et sociales / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / LLCER anglais / Mathématiques / Littérature et langues et cultures de l'Antiquité / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15986;Lycée Lavoisier;17 rue Henri Barbusse;75005;Paris;Paris;Ile-de-France;Paris
AF.69626;Arts : arts plastiques / Humanités, littérature et philosophie / Arts : cinéma - audiovisuel / Histoire-géographie, géopolitique et sciences politiques / LLCER anglais / Mathématiques / Physique-chimie / Sciences de la vie et de la Terre;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.10350;Lycée polyvalent Suger;6 avenue le Roy des Barres;93200;Saint-Denis;Seine-Saint-Denis;Ile-de-France;Créteil
AF.75072;Sciences économiques et sociales / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5723;Lycée privé du cours secondaire d'Orsay;11 rue de Courtaboeuf;91400;Orsay;Essonne;Ile-de-France;Versailles
AF.75102;Sciences économiques et sociales / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Physique-chimie / Sciences de la vie et de la Terre / LLCER anglais - monde contemporain;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15760;Lycée privé Louise de Marillac;32 rue Geoffroy Saint Hilaire;75005;Paris;Paris;Ile-de-France;Paris
AF.75108;Sciences économiques et sociales / Sciences de l'ingénieur / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Physique-chimie / Sciences de la vie et de la Terre;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5461;Lycée polyvalent privé Assomption;12 avenue de Verdun;93140;Bondy;Seine-Saint-Denis;Ile-de-France;Créteil
AF.75339;Sciences économiques et sociales / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.2179;Lycée Galilée;79 avenue Chandon;92230;Gennevilliers;Hauts-de-Seine;Ile-de-France;Versailles
AF.75665;Sciences économiques et sociales / Arts : musique / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / LLCER anglais / Mathématiques / Physique-chimie / Sciences de la vie et de la Terre;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.6552;Lycée Jean de La Fontaine;1 place de la Porte Molitor;75016;Paris;Paris;Ile-de-France;Paris
AF.80657;Sciences économiques et sociales / Humanités, littérature et philosophie / Sciences de l'ingénieur / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre / LLCER anglais;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.11227;Lycée Descartes;1 avenue Lavoisier;92160;Antony;Hauts-de-Seine;Ile-de-France;Versailles
AF.80881;Sciences économiques et sociales / LLCER espagnol / Arts : arts plastiques / Arts : musique / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / LLCER anglais / Mathématiques / Littérature et langues et cultures de l'Antiquité / Physique-chimie / Sciences de la vie et de la Terre;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.12333;Maison d'éducation de la Légion d'Honneur;5 rue de la Légion d'Honneur;93206;Saint-Denis;Seine-Saint-Denis;Ile-de-France;Créteil
AF.80931;Sciences économiques et sociales / Arts : arts plastiques / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Littérature et langues et cultures de l'Antiquité / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.10180;Lycée René Cassin;7 avenue François Mitterrand;95500;Gonesse;Val-d'Oise;Ile-de-France;Versailles
AF.80995;Sciences économiques et sociales / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre / LLCER anglais;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.16026;Lycée privé Saint-Michel des Batignolles;35 avenue de Saint-Ouen;75017;Paris;Paris;Ile-de-France;Paris
AF.86411;Sciences économiques et sociales / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.9059;Lycée polyvalent Saint Léon;8 quai de l'Essonne;91100;Corbeil-Essonnes;Essonne;Ile-de-France;Versailles
AF.86802;Sciences économiques et sociales / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.3332;Lycée privé Yabné;29 avenue Léon Bollée;75013;Paris;Paris;Ile-de-France;Paris
AF.86911;Sciences économiques et sociales / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8251;Lycée Louis Pasteur;21 boulevard d'Inkermann;92200;Neuilly-sur-Seine;Hauts-de-Seine;Ile-de-France;Versailles
AF.86921;Sciences économiques et sociales / Humanités, littérature et philosophie / Sciences de l'ingénieur / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.10768;Lycée Léonard de Vinci;4 avenue Georges Pompidou;92300;Levallois-Perret;Hauts-de-Seine;Ile-de-France;Versailles
AF.86949;Sciences économiques et sociales / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre / LLCER anglais;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.3549;Lycée privé de la Tour;86 rue de la Tour;75116;Paris;Paris;Ile-de-France;Paris
AF.86970;Sciences économiques et sociales / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Sciences de la vie et de la Terre;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.2710;Lycée Saint-Hilaire;82 rue Bonaparte;75006;Paris;Paris;Ile-de-France;Paris
AF.92243;Sciences économiques et sociales / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Littérature et langues et cultures de l'Antiquité / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.9025;Lycée Notre-Dame de Bury;1 avenue Georges Pompidou;95580;Margency;Val-d'Oise;Ile-de-France;Versailles
AF.92246;Sciences économiques et sociales / Humanités, littérature et philosophie / Sciences de l'ingénieur / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8768;Lycée Jules Verne;1 rue Michel Strogoff;95800;Cergy;Val-d'Oise;Ile-de-France;Versailles
AF.92579;Sciences économiques et sociales / Arts : histoire des arts / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.3762;Lycée George Sand;Avenue du Lycée;95330;Domont;Val-d'Oise;Ile-de-France;Versailles
AF.92716;Sciences économiques et sociales / Humanités, littérature et philosophie / Sciences de l'ingénieur / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.11765;Lycée polyvalent Charles de Gaulle;6 place Jean Mermoz;77230;Longperrier;Seine-et-Marne;Ile-de-France;Créteil
