annee_universitaire;niveau_geographique;geo_nom;regroupement;rgp_formations_ou_etablissements;secteur;secteur_de_l_etablissement;sexe;sexe_de_l_etudiant;effectif;effectifhdccpge;a_des_effectifs_dut;effectif_dut;a_des_effectifs_ing;effectif_ing;a_des_effectifs_form_ens;effectif_form_ens;diffusable;donnees_diffusables;secret;donnees_soumises_au_secret_stat;niveau_geo;geo_id;reg_id;aca_id;dep_id;uucr_id;rentree;annee;paysage_id;wikidata_id
2022-23;Département;Seine-Saint-Denis;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;20874.0;20725.0;oui;2111.0;oui;848.0;oui;166.0;oui;Données diffusables;non;Autres données;DEPARTEMENT;D093;R11;A24;D093;;2022;2023;rqa4x;Q12761
2022-23;Département;Seine-Saint-Denis;ING_autres;Autres formations d'ingénieurs;PR;Établissements privés;2;Feminin;2.0;2.0;non;;oui;2.0;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D093;R11;A24;D093;;2022;2023;rqa4x;Q12761
2022-23;Département;Seine-Saint-Denis;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;2930.0;2930.0;non;;oui;460.0;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D093;R11;A24;D093;;2022;2023;rqa4x;Q12761
2022-23;Département;Seine-Saint-Denis;EC_PARAM;Écoles paramédicales et sociales;PR;Établissements privés;2;Feminin;1424.0;1424.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D093;R11;A24;D093;;2022;2023;rqa4x;Q12761
2022-23;Département;Seine-Saint-Denis;EC_ART;Écoles supérieures art et culture;PR;Établissements privés;1;Masculin;1596.0;1596.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D093;R11;A24;D093;;2022;2023;rqa4x;Q12761
2022-23;Département;Seine-Saint-Denis;EC_ART;Écoles supérieures art et culture;PU;Établissements publics;1;Masculin;165.0;165.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D093;R11;A24;D093;;2022;2023;rqa4x;Q12761
2022-23;Département;Seine-Saint-Denis;CPGE;Classes préparatoires aux grandes écoles (CPGE);PR;Établissements privés;2;Feminin;1.0;1.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D093;R11;A24;D093;;2022;2023;rqa4x;Q12761
2022-23;Département;Val-de-Marne;UNIV;Universités;PR;Établissements privés;2;Feminin;569.0;569.0;non;;oui;569.0;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D094;R11;A24;D094;;2022;2023;czxsf;Q12788
2022-23;Département;Val-de-Marne;ING_autres;Autres formations d'ingénieurs;PR;Établissements privés;1;Masculin;5536.0;5536.0;non;;oui;5536.0;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D094;R11;A24;D094;;2022;2023;czxsf;Q12788
2022-23;Département;Val-de-Marne;ING_autres;Autres formations d'ingénieurs;PR;Établissements privés;2;Feminin;2493.0;2493.0;non;;oui;2493.0;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D094;R11;A24;D094;;2022;2023;czxsf;Q12788
2022-23;Département;Val-de-Marne;EC_autres;Autres écoles de spécialités diverses;PR;Établissements privés;1;Masculin;;;non;;non;;non;;non;Données non diffusables;oui;Données soumises au secret statistique;DEPARTEMENT;D094;R11;A24;D094;;2022;2023;czxsf;Q12788
2022-23;Département;Val-de-Marne;EC_PARAM;Écoles paramédicales et sociales;PR;Établissements privés;1;Masculin;71.0;71.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D094;R11;A24;D094;;2022;2023;czxsf;Q12788
2022-23;Département;Val-de-Marne;EC_PARAM;Écoles paramédicales et sociales;PR;Établissements privés;2;Feminin;200.0;200.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D094;R11;A24;D094;;2022;2023;czxsf;Q12788
2022-23;Département;Val-de-Marne;EC_PARAM;Écoles paramédicales et sociales;PU;Établissements publics;1;Masculin;545.0;545.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D094;R11;A24;D094;;2022;2023;czxsf;Q12788
2022-23;Département;Val-de-Marne;EC_COM;Ecoles de commerce, gestion et comptabilité;PR;Établissements privés;2;Feminin;;;non;;non;;non;;non;Données non diffusables;oui;Données soumises au secret statistique;DEPARTEMENT;D094;R11;A24;D094;;2022;2023;czxsf;Q12788
2022-23;Département;Val-de-Marne;CPGE;Classes préparatoires aux grandes écoles (CPGE);PR;Établissements privés;1;Masculin;21.0;21.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D094;R11;A24;D094;;2022;2023;czxsf;Q12788
2022-23;Département;Val-de-Marne;CPGE;Classes préparatoires aux grandes écoles (CPGE);PR;Établissements privés;2;Feminin;19.0;19.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D094;R11;A24;D094;;2022;2023;czxsf;Q12788
2021-22;Département;Val-de-Marne;UNIV;Universités;PU;Établissements publics;2;Feminin;24654.0;24522.0;oui;652.0;oui;141.0;oui;2988.0;oui;Données diffusables;non;Autres données;DEPARTEMENT;D094;R11;A24;D094;;2021;2022;czxsf;Q12788
2021-22;Département;Val-de-Marne;STS;Sections de techniciens supérieurs (STS) et assimilés;PR;Établissements privés;1;Masculin;690.0;690.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D094;R11;A24;D094;;2021;2022;czxsf;Q12788
2021-22;Département;Val-de-Marne;EC_autres;Autres écoles de spécialités diverses;PR;Établissements privés;2;Feminin;717.0;717.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D094;R11;A24;D094;;2021;2022;czxsf;Q12788
2021-22;Département;Val-de-Marne;EC_PARAM;Écoles paramédicales et sociales;PR;Établissements privés;1;Masculin;71.0;71.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D094;R11;A24;D094;;2021;2022;czxsf;Q12788
2021-22;Département;Val-d'Oise;UNIV;Universités;PR;Établissements privés;1;Masculin;598.0;598.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D095;R11;A25;D095;;2021;2022;hiwon;Q12784
2021-22;Département;Val-d'Oise;UNIV;Universités;PU;Établissements publics;1;Masculin;8715.0;8453.0;oui;820.0;oui;884.0;oui;250.0;oui;Données diffusables;non;Autres données;DEPARTEMENT;D095;R11;A25;D095;;2021;2022;hiwon;Q12784
2021-22;Département;Val-d'Oise;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;6251.0;6251.0;non;;oui;543.0;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D095;R11;A25;D095;;2021;2022;hiwon;Q12784
2021-22;Département;Val-d'Oise;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;12428.0;12282.0;oui;516.0;oui;408.0;oui;737.0;oui;Données diffusables;non;Autres données;DEPARTEMENT;D095;R11;A25;D095;;2021;2022;hiwon;Q12784
2021-22;Département;Val-d'Oise;ING_autres;Autres formations d'ingénieurs;PU;Établissements publics;2;Feminin;143.0;143.0;non;;oui;143.0;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D095;R11;A25;D095;;2021;2022;hiwon;Q12784
2021-22;Département;Val-d'Oise;EC_autres;Autres écoles de spécialités diverses;PU;Établissements publics;1;Masculin;82.0;82.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D095;R11;A25;D095;;2021;2022;hiwon;Q12784
2021-22;Département;Val-d'Oise;EC_autres;Autres écoles de spécialités diverses;PR;Établissements privés;1;Masculin;718.0;718.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D095;R11;A25;D095;;2021;2022;hiwon;Q12784
2021-22;Département;Val-d'Oise;EC_ART;Écoles supérieures art et culture;PU;Établissements publics;2;Feminin;134.0;134.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D095;R11;A25;D095;;2021;2022;hiwon;Q12784
2022-23;Département;Val-d'Oise;UNIV;Universités;PU;Établissements publics;2;Feminin;8678.0;8566.0;oui;519.0;oui;349.0;oui;647.0;oui;Données diffusables;non;Autres données;DEPARTEMENT;D095;R11;A25;D095;;2022;2023;hiwon;Q12784
2022-23;Département;Val-d'Oise;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;6293.0;6293.0;non;;oui;791.0;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D095;R11;A25;D095;;2022;2023;hiwon;Q12784
2022-23;Département;Val-d'Oise;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;11934.0;11822.0;oui;519.0;oui;482.0;oui;647.0;oui;Données diffusables;non;Autres données;DEPARTEMENT;D095;R11;A25;D095;;2022;2023;hiwon;Q12784
2022-23;Département;Val-d'Oise;ING_autres;Autres formations d'ingénieurs;PU;Établissements publics;1;Masculin;707.0;707.0;non;;oui;707.0;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D095;R11;A25;D095;;2022;2023;hiwon;Q12784
2022-23;Département;Val-d'Oise;EC_autres;Autres écoles de spécialités diverses;PR;Établissements privés;1;Masculin;748.0;748.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D095;R11;A25;D095;;2022;2023;hiwon;Q12784
2022-23;Département;Val-d'Oise;EC_autres;Autres écoles de spécialités diverses;PR;Établissements privés;2;Feminin;804.0;804.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D095;R11;A25;D095;;2022;2023;hiwon;Q12784
2021-22;Département;Paris;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;103267.0;97209.0;oui;978.0;oui;4746.0;oui;792.0;oui;Données diffusables;non;Autres données;DEPARTEMENT;D075;R11;A01;D075;;2021;2022;nyknf;Q90
2021-22;Département;Paris;UNIV;Universités;PR;Établissements privés;2;Feminin;592.0;592.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D075;R11;A01;D075;;2021;2022;nyknf;Q90
2021-22;Département;Paris;EPEU;Etablissements d'enseignement universitaire privés;PR;Établissements privés;2;Feminin;5332.0;5332.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D075;R11;A01;D075;;2021;2022;nyknf;Q90
2021-22;Département;Paris;EC_autres;Autres écoles de spécialités diverses;PR;Établissements privés;1;Masculin;4449.0;4449.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D075;R11;A01;D075;;2021;2022;nyknf;Q90
2021-22;Département;Paris;EC_autres;Autres écoles de spécialités diverses;PU;Établissements publics;1;Masculin;681.0;681.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D075;R11;A01;D075;;2021;2022;nyknf;Q90
2021-22;Département;Paris;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;72560.0;72560.0;non;;oui;910.0;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D075;R11;A01;D075;;2021;2022;nyknf;Q90
2021-22;Département;Paris;EC_JUR;Écoles juridiques et administratives;PR;Établissements privés;1;Masculin;611.0;611.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D075;R11;A01;D075;;2021;2022;nyknf;Q90
2021-22;Département;Paris;CPGE;Classes préparatoires aux grandes écoles (CPGE);PU;Établissements publics;2;Feminin;5525.0;5525.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D075;R11;A01;D075;;2021;2022;nyknf;Q90
2022-23;Département;Paris;UNIV;Universités;PR;Établissements privés;1;Masculin;117.0;117.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D075;R11;A01;D075;;2022;2023;nyknf;Q90
2022-23;Département;Paris;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;160913.0;153942.0;oui;1121.0;oui;1575.0;oui;1577.0;oui;Données diffusables;non;Autres données;DEPARTEMENT;D075;R11;A01;D075;;2022;2023;nyknf;Q90
2022-23;Département;Paris;STS;Sections de techniciens supérieurs (STS) et assimilés;PU;Établissements publics;1;Masculin;4386.0;4386.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D075;R11;A01;D075;;2022;2023;nyknf;Q90
2022-23;Département;Paris;EPEU;Etablissements d'enseignement universitaire privés;PR;Établissements privés;1;Masculin;2924.0;2924.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D075;R11;A01;D075;;2022;2023;nyknf;Q90
2022-23;Département;Paris;EC_autres;Autres écoles de spécialités diverses;PR;Établissements privés;1;Masculin;4723.0;4723.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D075;R11;A01;D075;;2022;2023;nyknf;Q90
2022-23;Département;Paris;ING_autres;Autres formations d'ingénieurs;PR;Établissements privés;1;Masculin;3156.0;3156.0;non;;oui;3156.0;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D075;R11;A01;D075;;2022;2023;nyknf;Q90
2022-23;Département;Paris;EC_autres;Autres écoles de spécialités diverses;PR;Établissements privés;2;Feminin;3533.0;3533.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D075;R11;A01;D075;;2022;2023;nyknf;Q90
2022-23;Département;Paris;EC_PARAM;Écoles paramédicales et sociales;PU;Établissements publics;1;Masculin;638.0;638.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D075;R11;A01;D075;;2022;2023;nyknf;Q90
2022-23;Département;Paris;EC_ART;Écoles supérieures art et culture;PU;Établissements publics;1;Masculin;4053.0;4053.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D075;R11;A01;D075;;2022;2023;nyknf;Q90
2021-22;Département;Seine-et-Marne;ING_autres;Autres formations d'ingénieurs;PR;Établissements privés;1;Masculin;410.0;410.0;non;;oui;410.0;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D077;R11;A24;D077;;2021;2022;rcyzh;Q12753
2021-22;Département;Seine-et-Marne;STS;Sections de techniciens supérieurs (STS) et assimilés;PR;Établissements privés;2;Feminin;138.0;138.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D077;R11;A24;D077;;2021;2022;rcyzh;Q12753
2021-22;Département;Seine-et-Marne;EC_PARAM;Écoles paramédicales et sociales;PR;Établissements privés;2;Feminin;294.0;294.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D077;R11;A24;D077;;2021;2022;rcyzh;Q12753
2021-22;Département;Seine-et-Marne;EC_PARAM;Écoles paramédicales et sociales;PU;Établissements publics;1;Masculin;144.0;144.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D077;R11;A24;D077;;2021;2022;rcyzh;Q12753
2021-22;Département;Seine-et-Marne;CPGE;Classes préparatoires aux grandes écoles (CPGE);PU;Établissements publics;1;Masculin;587.0;587.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D077;R11;A24;D077;;2021;2022;rcyzh;Q12753
2022-23;Département;Seine-et-Marne;ING_autres;Autres formations d'ingénieurs;PR;Établissements privés;1;Masculin;458.0;458.0;non;;oui;458.0;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D077;R11;A24;D077;;2022;2023;rcyzh;Q12753
2022-23;Département;Seine-et-Marne;ING_autres;Autres formations d'ingénieurs;PU;Établissements publics;1;Masculin;694.0;694.0;non;;oui;694.0;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D077;R11;A24;D077;;2022;2023;rcyzh;Q12753
2022-23;Département;Seine-et-Marne;EC_PARAM;Écoles paramédicales et sociales;PR;Établissements privés;2;Feminin;294.0;294.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D077;R11;A24;D077;;2022;2023;rcyzh;Q12753
2022-23;Département;Seine-et-Marne;CPGE;Classes préparatoires aux grandes écoles (CPGE);PR;Établissements privés;1;Masculin;7.0;7.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D077;R11;A24;D077;;2022;2023;rcyzh;Q12753
2022-23;Département;Seine-et-Marne;CPGE;Classes préparatoires aux grandes écoles (CPGE);PU;Établissements publics;2;Feminin;274.0;274.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D077;R11;A24;D077;;2022;2023;rcyzh;Q12753
2022-23;Département;Seine-et-Marne;CPGE;Classes préparatoires aux grandes écoles (CPGE);PR;Établissements privés;2;Feminin;13.0;13.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D077;R11;A24;D077;;2022;2023;rcyzh;Q12753
2021-22;Département;Essonne;UNIV;Universités;PU;Établissements publics;1;Masculin;20506.0;19397.0;oui;1470.0;oui;2969.0;oui;406.0;oui;Données diffusables;non;Autres données;DEPARTEMENT;D091;R11;A25;D091;;2021;2022;xaq2c;Q3368
2022-23;Département;Yvelines;UNIV;Universités;PU;Établissements publics;1;Masculin;8124.0;7766.0;oui;847.0;oui;255.0;oui;217.0;oui;Données diffusables;non;Autres données;DEPARTEMENT;D078;R11;A25;D078;;2022;2023;a2mo4;Q12820
2021-22;Département;Essonne;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;1071.0;1071.0;non;;oui;125.0;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D091;R11;A25;D091;;2021;2022;xaq2c;Q3368
2022-23;Département;Yvelines;STS;Sections de techniciens supérieurs (STS) et assimilés;PR;Établissements privés;1;Masculin;442.0;442.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D078;R11;A25;D078;;2022;2023;a2mo4;Q12820
2021-22;Département;Essonne;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;19153.0;18409.0;oui;773.0;oui;1962.0;oui;592.0;oui;Données diffusables;non;Autres données;DEPARTEMENT;D091;R11;A25;D091;;2021;2022;xaq2c;Q3368
2022-23;Département;Yvelines;STS;Sections de techniciens supérieurs (STS) et assimilés;PR;Établissements privés;2;Feminin;321.0;321.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D078;R11;A25;D078;;2022;2023;a2mo4;Q12820
2021-22;Département;Essonne;STS;Sections de techniciens supérieurs (STS) et assimilés;PR;Établissements privés;1;Masculin;275.0;275.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D091;R11;A25;D091;;2021;2022;xaq2c;Q3368
2022-23;Département;Yvelines;EC_autres;Autres écoles de spécialités diverses;PU;Établissements publics;2;Feminin;157.0;157.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D078;R11;A25;D078;;2022;2023;a2mo4;Q12820
2021-22;Département;Essonne;STS;Sections de techniciens supérieurs (STS) et assimilés;PU;Établissements publics;1;Masculin;2044.0;2044.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D091;R11;A25;D091;;2021;2022;xaq2c;Q3368
2022-23;Département;Yvelines;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;7058.0;7058.0;non;;oui;1461.0;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D078;R11;A25;D078;;2022;2023;a2mo4;Q12820
2021-22;Département;Essonne;ING_autres;Autres formations d'ingénieurs;PU;Établissements publics;2;Feminin;1100.0;1100.0;non;;oui;1100.0;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D091;R11;A25;D091;;2021;2022;xaq2c;Q3368
2021-22;Département;Essonne;EC_autres;Autres écoles de spécialités diverses;PR;Établissements privés;1;Masculin;38.0;38.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D091;R11;A25;D091;;2021;2022;xaq2c;Q3368
2021-22;Département;Essonne;EC_PARAM;Écoles paramédicales et sociales;PU;Établissements publics;1;Masculin;143.0;143.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D091;R11;A25;D091;;2021;2022;xaq2c;Q3368
2021-22;Département;Essonne;EC_PARAM;Écoles paramédicales et sociales;PR;Établissements privés;2;Feminin;572.0;572.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D091;R11;A25;D091;;2021;2022;xaq2c;Q3368
2021-22;Département;Yvelines;UNIV;Universités;PR;Établissements privés;2;Feminin;25.0;25.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D078;R11;A25;D078;;2021;2022;a2mo4;Q12820
2021-22;Département;Yvelines;STS;Sections de techniciens supérieurs (STS) et assimilés;PR;Établissements privés;2;Feminin;323.0;323.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D078;R11;A25;D078;;2021;2022;a2mo4;Q12820
2021-22;Département;Yvelines;STS;Sections de techniciens supérieurs (STS) et assimilés;PU;Établissements publics;2;Feminin;1349.0;1349.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D078;R11;A25;D078;;2021;2022;a2mo4;Q12820
2021-22;Département;Yvelines;ING_autres;Autres formations d'ingénieurs;PR;Établissements privés;1;Masculin;1397.0;1397.0;non;;oui;1397.0;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D078;R11;A25;D078;;2021;2022;a2mo4;Q12820
2021-22;Département;Yvelines;EC_autres;Autres écoles de spécialités diverses;PR;Établissements privés;1;Masculin;560.0;560.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D078;R11;A25;D078;;2021;2022;a2mo4;Q12820
2021-22;Département;Yvelines;EC_autres;Autres écoles de spécialités diverses;PU;Établissements publics;1;Masculin;165.0;165.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D078;R11;A25;D078;;2021;2022;a2mo4;Q12820
2021-22;Département;Yvelines;EC_PARAM;Écoles paramédicales et sociales;PR;Établissements privés;2;Feminin;931.0;931.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D078;R11;A25;D078;;2021;2022;a2mo4;Q12820
2022-23;Département;Essonne;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;30344.0;29124.0;oui;1365.0;oui;7536.0;oui;283.0;oui;Données diffusables;non;Autres données;DEPARTEMENT;D091;R11;A25;D091;;2022;2023;xaq2c;Q3368
2021-22;Département;Yvelines;CPGE;Classes préparatoires aux grandes écoles (CPGE);PU;Établissements publics;1;Masculin;1350.0;1350.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D078;R11;A25;D078;;2021;2022;a2mo4;Q12820
2022-23;Département;Essonne;STS;Sections de techniciens supérieurs (STS) et assimilés;PU;Établissements publics;2;Feminin;1423.0;1423.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D091;R11;A25;D091;;2022;2023;xaq2c;Q3368
2022-23;Département;Essonne;EC_PARAM;Écoles paramédicales et sociales;PR;Établissements privés;2;Feminin;572.0;572.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D091;R11;A25;D091;;2022;2023;xaq2c;Q3368
2022-23;Département;Essonne;EC_PARAM;Écoles paramédicales et sociales;PU;Établissements publics;1;Masculin;143.0;143.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D091;R11;A25;D091;;2022;2023;xaq2c;Q3368
2022-23;Département;Essonne;UNIV;Universités;PR;Établissements privés;2;Feminin;160.0;160.0;non;;oui;139.0;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D091;R11;A25;D091;;2022;2023;xaq2c;Q3368
2022-23;Département;Hauts-de-Seine;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;20672.0;20672.0;non;;oui;4096.0;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D092;R11;A25;D092;;2022;2023;52f6j;Q12543
2022-23;Département;Hauts-de-Seine;STS;Sections de techniciens supérieurs (STS) et assimilés;PR;Établissements privés;1;Masculin;421.0;421.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D092;R11;A25;D092;;2022;2023;52f6j;Q12543
2022-23;Département;Hauts-de-Seine;ING_autres;Autres formations d'ingénieurs;PU;Établissements publics;1;Masculin;148.0;148.0;non;;oui;148.0;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D092;R11;A25;D092;;2022;2023;52f6j;Q12543
2022-23;Département;Hauts-de-Seine;EPEU;Etablissements d'enseignement universitaire privés;PR;Établissements privés;1;Masculin;;;non;;non;;non;;non;Données non diffusables;oui;Données soumises au secret statistique;DEPARTEMENT;D092;R11;A25;D092;;2022;2023;52f6j;Q12543
2022-23;Département;Hauts-de-Seine;EC_JUR;Écoles juridiques et administratives;PR;Établissements privés;1;Masculin;83.0;83.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D092;R11;A25;D092;;2022;2023;52f6j;Q12543
2022-23;Département;Hauts-de-Seine;EC_COM;Ecoles de commerce, gestion et comptabilité;PR;Établissements privés;1;Masculin;12069.0;12069.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D092;R11;A25;D092;;2022;2023;52f6j;Q12543
2022-23;Département;Hauts-de-Seine;EC_ART;Écoles supérieures art et culture;PR;Établissements privés;2;Feminin;769.0;769.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D092;R11;A25;D092;;2022;2023;52f6j;Q12543
2022-23;Département;Hauts-de-Seine;EC_ART;Écoles supérieures art et culture;PU;Établissements publics;2;Feminin;57.0;57.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D092;R11;A25;D092;;2022;2023;52f6j;Q12543
2021-22;Département;Hauts-de-Seine;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;41285.0;40975.0;oui;1086.0;oui;64.0;oui;1413.0;oui;Données diffusables;non;Autres données;DEPARTEMENT;D092;R11;A25;D092;;2021;2022;52f6j;Q12543
2021-22;Département;Hauts-de-Seine;STS;Sections de techniciens supérieurs (STS) et assimilés;PR;Établissements privés;1;Masculin;462.0;462.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D092;R11;A25;D092;;2021;2022;52f6j;Q12543
2021-22;Département;Hauts-de-Seine;ING_autres;Autres formations d'ingénieurs;PR;Établissements privés;2;Feminin;1334.0;1334.0;non;;oui;1334.0;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D092;R11;A25;D092;;2021;2022;52f6j;Q12543
2021-22;Département;Hauts-de-Seine;EC_autres;Autres écoles de spécialités diverses;PU;Établissements publics;1;Masculin;176.0;176.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D092;R11;A25;D092;;2021;2022;52f6j;Q12543
2021-22;Département;Hauts-de-Seine;EC_PARAM;Écoles paramédicales et sociales;PR;Établissements privés;1;Masculin;146.0;146.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D092;R11;A25;D092;;2021;2022;52f6j;Q12543
2021-22;Département;Hauts-de-Seine;EC_PARAM;Écoles paramédicales et sociales;PR;Établissements privés;2;Feminin;1262.0;1262.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D092;R11;A25;D092;;2021;2022;52f6j;Q12543
2021-22;Département;Hauts-de-Seine;EC_ART;Écoles supérieures art et culture;PU;Établissements publics;2;Feminin;;;non;;non;;non;;non;Données non diffusables;oui;Données soumises au secret statistique;DEPARTEMENT;D092;R11;A25;D092;;2021;2022;52f6j;Q12543
