annee_universitaire;niveau_geographique;geo_nom;regroupement;rgp_formations_ou_etablissements;secteur;secteur_de_l_etablissement;sexe;sexe_de_l_etudiant;effectif;effectifhdccpge;a_des_effectifs_dut;effectif_dut;a_des_effectifs_ing;effectif_ing;a_des_effectifs_form_ens;effectif_form_ens;diffusable;donnees_diffusables;secret;donnees_soumises_au_secret_stat;niveau_geo;geo_id;reg_id;aca_id;dep_id;uucr_id;rentree;annee;paysage_id;wikidata_id
2021-22;Département;Essonne;EC_COM;Ecoles de commerce, gestion et comptabilité;PR;Établissements privés;2;Feminin;25.0;25.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D091;R11;A25;D091;;2021;2022;xaq2c;Q3368
2022-23;Département;Essonne;UNIV;Universités;PU;Établissements publics;1;Masculin;21589.0;20369.0;oui;1365.0;oui;3390.0;oui;283.0;oui;Données diffusables;non;Autres données;DEPARTEMENT;D091;R11;A25;D091;;2022;2023;xaq2c;Q3368
2022-23;Département;Essonne;STS;Sections de techniciens supérieurs (STS) et assimilés;PU;Établissements publics;1;Masculin;2004.0;2004.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D091;R11;A25;D091;;2022;2023;xaq2c;Q3368
2022-23;Département;Essonne;EC_PARAM;Écoles paramédicales et sociales;PR;Établissements privés;1;Masculin;96.0;96.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D091;R11;A25;D091;;2022;2023;xaq2c;Q3368
2022-23;Département;Essonne;EC_PARAM;Écoles paramédicales et sociales;PU;Établissements publics;2;Feminin;1284.0;1284.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D091;R11;A25;D091;;2022;2023;xaq2c;Q3368
2022-23;Département;Essonne;EC_COM;Ecoles de commerce, gestion et comptabilité;PU;Établissements publics;2;Feminin;;;non;;non;;non;;non;Données non diffusables;oui;Données soumises au secret statistique;DEPARTEMENT;D091;R11;A25;D091;;2022;2023;xaq2c;Q3368
2022-23;Département;Essonne;EC_ART;Écoles supérieures art et culture;PU;Établissements publics;1;Masculin;3.0;3.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D091;R11;A25;D091;;2022;2023;xaq2c;Q3368
2022-23;Département;Essonne;EC_ART;Écoles supérieures art et culture;PU;Établissements publics;2;Feminin;14.0;14.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D091;R11;A25;D091;;2022;2023;xaq2c;Q3368
2022-23;Département;Essonne;CPGE;Classes préparatoires aux grandes écoles (CPGE);PR;Établissements privés;2;Feminin;13.0;13.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D091;R11;A25;D091;;2022;2023;xaq2c;Q3368
2022-23;Département;Hauts-de-Seine;EC_autres;Autres écoles de spécialités diverses;PU;Établissements publics;1;Masculin;;;non;;non;;non;;non;Données non diffusables;oui;Données soumises au secret statistique;DEPARTEMENT;D092;R11;A25;D092;;2022;2023;52f6j;Q12543
2022-23;Département;Hauts-de-Seine;EC_autres;Autres écoles de spécialités diverses;PU;Établissements publics;2;Feminin;;;non;;non;;non;;non;Données non diffusables;oui;Données soumises au secret statistique;DEPARTEMENT;D092;R11;A25;D092;;2022;2023;52f6j;Q12543
2022-23;Département;Hauts-de-Seine;STS;Sections de techniciens supérieurs (STS) et assimilés;PU;Établissements publics;2;Feminin;1465.0;1465.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D092;R11;A25;D092;;2022;2023;52f6j;Q12543
2022-23;Département;Hauts-de-Seine;EC_PARAM;Écoles paramédicales et sociales;PU;Établissements publics;1;Masculin;248.0;248.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D092;R11;A25;D092;;2022;2023;52f6j;Q12543
2021-22;Département;Hauts-de-Seine;STS;Sections de techniciens supérieurs (STS) et assimilés;PR;Établissements privés;2;Feminin;193.0;193.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D092;R11;A25;D092;;2021;2022;52f6j;Q12543
2021-22;Département;Hauts-de-Seine;ING_autres;Autres formations d'ingénieurs;PU;Établissements publics;2;Feminin;62.0;62.0;non;;oui;62.0;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D092;R11;A25;D092;;2021;2022;52f6j;Q12543
2021-22;Département;Hauts-de-Seine;EC_autres;Autres écoles de spécialités diverses;PR;Établissements privés;1;Masculin;1244.0;1244.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D092;R11;A25;D092;;2021;2022;52f6j;Q12543
2021-22;Département;Hauts-de-Seine;EC_autres;Autres écoles de spécialités diverses;PR;Établissements privés;2;Feminin;658.0;658.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D092;R11;A25;D092;;2021;2022;52f6j;Q12543
2021-22;Département;Hauts-de-Seine;EC_COM;Ecoles de commerce, gestion et comptabilité;PR;Établissements privés;2;Feminin;9160.0;9160.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D092;R11;A25;D092;;2021;2022;52f6j;Q12543
2021-22;Département;Hauts-de-Seine;CPGE;Classes préparatoires aux grandes écoles (CPGE);PU;Établissements publics;2;Feminin;1134.0;1134.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D092;R11;A25;D092;;2021;2022;52f6j;Q12543
2021-22;Département;Seine-Saint-Denis;UNIV;Universités;PU;Établissements publics;2;Feminin;27891.0;27778.0;oui;1901.0;oui;156.0;oui;177.0;oui;Données diffusables;non;Autres données;DEPARTEMENT;D093;R11;A24;D093;;2021;2022;rqa4x;Q12761
2021-22;Département;Seine-Saint-Denis;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;4218.0;4218.0;non;;oui;1726.0;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D093;R11;A24;D093;;2021;2022;rqa4x;Q12761
2021-22;Département;Seine-Saint-Denis;STS;Sections de techniciens supérieurs (STS) et assimilés;PR;Établissements privés;2;Feminin;212.0;212.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D093;R11;A24;D093;;2021;2022;rqa4x;Q12761
2021-22;Département;Seine-Saint-Denis;EC_PARAM;Écoles paramédicales et sociales;PU;Établissements publics;1;Masculin;233.0;233.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D093;R11;A24;D093;;2021;2022;rqa4x;Q12761
2021-22;Département;Seine-Saint-Denis;CPGE;Classes préparatoires aux grandes écoles (CPGE);PR;Établissements privés;2;Feminin;11.0;11.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D093;R11;A24;D093;;2021;2022;rqa4x;Q12761
2022-23;Département;Seine-Saint-Denis;UNIV;Universités;PR;Établissements privés;1;Masculin;1764.0;1764.0;non;;oui;1764.0;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D093;R11;A24;D093;;2022;2023;rqa4x;Q12761
2022-23;Département;Seine-Saint-Denis;UNIV;Universités;PU;Établissements publics;2;Feminin;27242.0;27148.0;oui;1899.0;oui;137.0;oui;150.0;oui;Données diffusables;non;Autres données;DEPARTEMENT;D093;R11;A24;D093;;2022;2023;rqa4x;Q12761
2022-23;Département;Seine-Saint-Denis;STS;Sections de techniciens supérieurs (STS) et assimilés;PR;Établissements privés;1;Masculin;238.0;238.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D093;R11;A24;D093;;2022;2023;rqa4x;Q12761
2022-23;Département;Seine-Saint-Denis;ING_autres;Autres formations d'ingénieurs;PR;Établissements privés;1;Masculin;10.0;10.0;non;;oui;10.0;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D093;R11;A24;D093;;2022;2023;rqa4x;Q12761
2022-23;Département;Seine-Saint-Denis;EC_PARAM;Écoles paramédicales et sociales;PR;Établissements privés;1;Masculin;462.0;462.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D093;R11;A24;D093;;2022;2023;rqa4x;Q12761
2022-23;Département;Seine-Saint-Denis;EC_PARAM;Écoles paramédicales et sociales;PU;Établissements publics;2;Feminin;2179.0;2179.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D093;R11;A24;D093;;2022;2023;rqa4x;Q12761
2022-23;Département;Seine-Saint-Denis;EC_ART;Écoles supérieures art et culture;PR;Établissements privés;2;Feminin;823.0;823.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D093;R11;A24;D093;;2022;2023;rqa4x;Q12761
2022-23;Département;Val-de-Marne;UNIV;Universités;PU;Établissements publics;1;Masculin;14328.0;14115.0;oui;1177.0;oui;114.0;oui;982.0;oui;Données diffusables;non;Autres données;DEPARTEMENT;D094;R11;A24;D094;;2022;2023;czxsf;Q12788
2022-23;Département;Val-de-Marne;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;31666.0;31540.0;oui;648.0;oui;147.0;oui;2762.0;oui;Données diffusables;non;Autres données;DEPARTEMENT;D094;R11;A24;D094;;2022;2023;czxsf;Q12788
2022-23;Département;Val-de-Marne;STS;Sections de techniciens supérieurs (STS) et assimilés;PU;Établissements publics;2;Feminin;1690.0;1690.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D094;R11;A24;D094;;2022;2023;czxsf;Q12788
2022-23;Département;Val-de-Marne;EC_autres;Autres écoles de spécialités diverses;PU;Établissements publics;1;Masculin;;;non;;non;;non;;non;Données non diffusables;oui;Données soumises au secret statistique;DEPARTEMENT;D094;R11;A24;D094;;2022;2023;czxsf;Q12788
2022-23;Département;Val-de-Marne;STS;Sections de techniciens supérieurs (STS) et assimilés;PR;Établissements privés;2;Feminin;495.0;495.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D094;R11;A24;D094;;2022;2023;czxsf;Q12788
2022-23;Département;Val-de-Marne;EC_COM;Ecoles de commerce, gestion et comptabilité;PR;Établissements privés;1;Masculin;;;non;;non;;non;;non;Données non diffusables;oui;Données soumises au secret statistique;DEPARTEMENT;D094;R11;A24;D094;;2022;2023;czxsf;Q12788
2022-23;Département;Val-de-Marne;EC_PARAM;Écoles paramédicales et sociales;PU;Établissements publics;2;Feminin;3263.0;3263.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D094;R11;A24;D094;;2022;2023;czxsf;Q12788
2021-22;Département;Val-de-Marne;UNIV;Universités;PU;Établissements publics;1;Masculin;14392.0;14201.0;oui;1138.0;oui;118.0;oui;1061.0;oui;Données diffusables;non;Autres données;DEPARTEMENT;D094;R11;A24;D094;;2021;2022;czxsf;Q12788
2021-22;Département;Val-de-Marne;ING_autres;Autres formations d'ingénieurs;PR;Établissements privés;2;Feminin;2218.0;2218.0;non;;oui;2218.0;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D094;R11;A24;D094;;2021;2022;czxsf;Q12788
2021-22;Département;Val-de-Marne;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;31564.0;31432.0;oui;652.0;oui;141.0;oui;2988.0;oui;Données diffusables;non;Autres données;DEPARTEMENT;D094;R11;A24;D094;;2021;2022;czxsf;Q12788
2021-22;Département;Val-de-Marne;EC_autres;Autres écoles de spécialités diverses;PU;Établissements publics;2;Feminin;794.0;794.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D094;R11;A24;D094;;2021;2022;czxsf;Q12788
2021-22;Département;Val-de-Marne;EC_PARAM;Écoles paramédicales et sociales;PU;Établissements publics;2;Feminin;3263.0;3263.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D094;R11;A24;D094;;2021;2022;czxsf;Q12788
2021-22;Département;Val-de-Marne;CPGE;Classes préparatoires aux grandes écoles (CPGE);PR;Établissements privés;1;Masculin;25.0;25.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D094;R11;A24;D094;;2021;2022;czxsf;Q12788
2021-22;Département;Val-d'Oise;UNIV;Universités;PR;Établissements privés;2;Feminin;649.0;649.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D095;R11;A25;D095;;2021;2022;hiwon;Q12784
2021-22;Département;Val-d'Oise;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;6303.0;6303.0;non;;oui;726.0;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D095;R11;A25;D095;;2021;2022;hiwon;Q12784
2021-22;Département;Val-d'Oise;STS;Sections de techniciens supérieurs (STS) et assimilés;PR;Établissements privés;1;Masculin;238.0;238.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D095;R11;A25;D095;;2021;2022;hiwon;Q12784
2021-22;Département;Val-d'Oise;ING_autres;Autres formations d'ingénieurs;PR;Établissements privés;1;Masculin;726.0;726.0;non;;oui;726.0;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D095;R11;A25;D095;;2021;2022;hiwon;Q12784
2021-22;Département;Val-d'Oise;EC_PARAM;Écoles paramédicales et sociales;PR;Établissements privés;1;Masculin;111.0;111.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D095;R11;A25;D095;;2021;2022;hiwon;Q12784
2021-22;Département;Val-d'Oise;CPGE;Classes préparatoires aux grandes écoles (CPGE);PU;Établissements publics;1;Masculin;349.0;349.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D095;R11;A25;D095;;2021;2022;hiwon;Q12784
2022-23;Département;Val-d'Oise;STS;Sections de techniciens supérieurs (STS) et assimilés;PR;Établissements privés;2;Feminin;66.0;66.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D095;R11;A25;D095;;2022;2023;hiwon;Q12784
2022-23;Département;Val-d'Oise;EC_PARAM;Écoles paramédicales et sociales;PU;Établissements publics;2;Feminin;1267.0;1267.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D095;R11;A25;D095;;2022;2023;hiwon;Q12784
2022-23;Département;Val-d'Oise;CPGE;Classes préparatoires aux grandes écoles (CPGE);PU;Établissements publics;1;Masculin;326.0;326.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D095;R11;A25;D095;;2022;2023;hiwon;Q12784
2022-23;Département;Val-d'Oise;CPGE;Classes préparatoires aux grandes écoles (CPGE);PU;Établissements publics;2;Feminin;188.0;188.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D095;R11;A25;D095;;2022;2023;hiwon;Q12784
2021-22;Département;Paris;UNIV;Universités;PR;Établissements privés;1;Masculin;134.0;134.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D075;R11;A01;D075;;2021;2022;nyknf;Q90
2021-22;Département;Paris;ING_autres;Autres formations d'ingénieurs;PR;Établissements privés;1;Masculin;3241.0;3241.0;non;;oui;3241.0;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D075;R11;A01;D075;;2021;2022;nyknf;Q90
2021-22;Département;Paris;GE;Grands établissements MENESR;PU;Établissements publics;1;Masculin;7136.0;7118.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D075;R11;A01;D075;;2021;2022;nyknf;Q90
2021-22;Département;Paris;GE;Grands établissements MENESR;PU;Établissements publics;2;Feminin;12449.0;12426.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D075;R11;A01;D075;;2021;2022;nyknf;Q90
2021-22;Département;Paris;UNIV;Universités;PU;Établissements publics;2;Feminin;125370.0;118597.0;oui;1180.0;oui;1442.0;oui;1923.0;oui;Données diffusables;non;Autres données;DEPARTEMENT;D075;R11;A01;D075;;2021;2022;nyknf;Q90
2021-22;Département;Paris;EC_ART;Écoles supérieures art et culture;PR;Établissements privés;2;Feminin;21983.0;21983.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D075;R11;A01;D075;;2021;2022;nyknf;Q90
2022-23;Département;Paris;CPGE;Classes préparatoires aux grandes écoles (CPGE);PU;Établissements publics;2;Feminin;5533.0;5533.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D075;R11;A01;D075;;2022;2023;nyknf;Q90
2022-23;Département;Paris;UNIV;Universités;PR;Établissements privés;2;Feminin;557.0;557.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D075;R11;A01;D075;;2022;2023;nyknf;Q90
2022-23;Département;Paris;STS;Sections de techniciens supérieurs (STS) et assimilés;PR;Établissements privés;2;Feminin;2507.0;2507.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D075;R11;A01;D075;;2022;2023;nyknf;Q90
2022-23;Département;Paris;STS;Sections de techniciens supérieurs (STS) et assimilés;PU;Établissements publics;2;Feminin;5405.0;5405.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D075;R11;A01;D075;;2022;2023;nyknf;Q90
2022-23;Département;Paris;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;102050.0;95741.0;oui;958.0;oui;4346.0;oui;564.0;oui;Données diffusables;non;Autres données;DEPARTEMENT;D075;R11;A01;D075;;2022;2023;nyknf;Q90
2022-23;Département;Paris;EC_autres;Autres écoles de spécialités diverses;PU;Établissements publics;2;Feminin;1077.0;1077.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D075;R11;A01;D075;;2022;2023;nyknf;Q90
2022-23;Département;Paris;GE;Grands établissements MENESR;PU;Établissements publics;1;Masculin;15950.0;15613.0;non;;oui;833.0;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D075;R11;A01;D075;;2022;2023;nyknf;Q90
2022-23;Département;Paris;EC_JUR;Écoles juridiques et administratives;PR;Établissements privés;2;Feminin;668.0;668.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D075;R11;A01;D075;;2022;2023;nyknf;Q90
2022-23;Département;Paris;EC_COM;Ecoles de commerce, gestion et comptabilité;PR;Établissements privés;2;Feminin;30313.0;30313.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D075;R11;A01;D075;;2022;2023;nyknf;Q90
2022-23;Département;Paris;EC_ART;Écoles supérieures art et culture;PR;Établissements privés;1;Masculin;11902.0;11902.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D075;R11;A01;D075;;2022;2023;nyknf;Q90
2022-23;Département;Paris;EC_ART;Écoles supérieures art et culture;PR;Établissements privés;2;Feminin;23867.0;23867.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D075;R11;A01;D075;;2022;2023;nyknf;Q90
2022-23;Département;Paris;CPGE;Classes préparatoires aux grandes écoles (CPGE);PR;Établissements privés;2;Feminin;1074.0;1074.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D075;R11;A01;D075;;2022;2023;nyknf;Q90
2021-22;Département;Seine-et-Marne;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;1499.0;1499.0;non;;oui;66.0;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D077;R11;A24;D077;;2021;2022;rcyzh;Q12753
2021-22;Département;Seine-et-Marne;ING_autres;Autres formations d'ingénieurs;PR;Établissements privés;2;Feminin;66.0;66.0;non;;oui;66.0;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D077;R11;A24;D077;;2021;2022;rcyzh;Q12753
2021-22;Département;Seine-et-Marne;ING_autres;Autres formations d'ingénieurs;PU;Établissements publics;1;Masculin;681.0;681.0;non;;oui;681.0;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D077;R11;A24;D077;;2021;2022;rcyzh;Q12753
2021-22;Département;Seine-et-Marne;EC_JUR;Écoles juridiques et administratives;PU;Établissements publics;2;Feminin;81.0;81.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D077;R11;A24;D077;;2021;2022;rcyzh;Q12753
2021-22;Département;Seine-et-Marne;EC_COM;Ecoles de commerce, gestion et comptabilité;PR;Établissements privés;1;Masculin;641.0;641.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D077;R11;A24;D077;;2021;2022;rcyzh;Q12753
2022-23;Département;Seine-et-Marne;UNIV;Universités;PU;Établissements publics;2;Feminin;9582.0;9472.0;oui;1362.0;oui;216.0;oui;80.0;oui;Données diffusables;non;Autres données;DEPARTEMENT;D077;R11;A24;D077;;2022;2023;rcyzh;Q12753
2022-23;Département;Seine-et-Marne;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;1415.0;1415.0;non;;oui;90.0;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D077;R11;A24;D077;;2022;2023;rcyzh;Q12753
2022-23;Département;Seine-et-Marne;STS;Sections de techniciens supérieurs (STS) et assimilés;PR;Établissements privés;1;Masculin;217.0;217.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D077;R11;A24;D077;;2022;2023;rcyzh;Q12753
2022-23;Département;Seine-et-Marne;EC_autres;Autres écoles de spécialités diverses;PR;Établissements privés;1;Masculin;317.0;317.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D077;R11;A24;D077;;2022;2023;rcyzh;Q12753
2022-23;Département;Seine-et-Marne;EC_JUR;Écoles juridiques et administratives;PU;Établissements publics;1;Masculin;210.0;210.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D077;R11;A24;D077;;2022;2023;rcyzh;Q12753
2022-23;Département;Yvelines;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;11922.0;11564.0;oui;847.0;oui;255.0;oui;217.0;oui;Données diffusables;non;Autres données;DEPARTEMENT;D078;R11;A25;D078;;2022;2023;a2mo4;Q12820
2022-23;Département;Yvelines;STS;Sections de techniciens supérieurs (STS) et assimilés;PU;Établissements publics;1;Masculin;1662.0;1662.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D078;R11;A25;D078;;2022;2023;a2mo4;Q12820
2022-23;Département;Yvelines;EC_autres;Autres écoles de spécialités diverses;PR;Établissements privés;1;Masculin;529.0;529.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D078;R11;A25;D078;;2022;2023;a2mo4;Q12820
2022-23;Département;Yvelines;EC_autres;Autres écoles de spécialités diverses;PR;Établissements privés;2;Feminin;460.0;460.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D078;R11;A25;D078;;2022;2023;a2mo4;Q12820
2022-23;Département;Yvelines;EC_COM;Ecoles de commerce, gestion et comptabilité;PR;Établissements privés;2;Feminin;2215.0;2215.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D078;R11;A25;D078;;2022;2023;a2mo4;Q12820
2022-23;Département;Yvelines;CPGE;Classes préparatoires aux grandes écoles (CPGE);PR;Établissements privés;2;Feminin;535.0;535.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D078;R11;A25;D078;;2022;2023;a2mo4;Q12820
2021-22;Département;Yvelines;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;7033.0;7033.0;non;;oui;1397.0;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D078;R11;A25;D078;;2021;2022;a2mo4;Q12820
2021-22;Département;Yvelines;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;11974.0;11620.0;oui;816.0;oui;404.0;oui;247.0;oui;Données diffusables;non;Autres données;DEPARTEMENT;D078;R11;A25;D078;;2021;2022;a2mo4;Q12820
2021-22;Département;Yvelines;ING_autres;Autres formations d'ingénieurs;PR;Établissements privés;2;Feminin;256.0;256.0;non;;oui;256.0;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D078;R11;A25;D078;;2021;2022;a2mo4;Q12820
2021-22;Département;Yvelines;CPGE;Classes préparatoires aux grandes écoles (CPGE);PR;Établissements privés;1;Masculin;784.0;784.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D078;R11;A25;D078;;2021;2022;a2mo4;Q12820
2021-22;Département;Yvelines;CPGE;Classes préparatoires aux grandes écoles (CPGE);PU;Établissements publics;2;Feminin;744.0;744.0;non;;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D078;R11;A25;D078;;2021;2022;a2mo4;Q12820
2022-23;Commune;Arpajon;STS;Sections de techniciens supérieurs (STS) et assimilés;PU;Établissements publics;2;Feminin;55.0;55.0;non;;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;91021;R11;A25;D091;UU00851;2022;2023;;
2022-23;Commune;Athis-Mons;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;30.0;30.0;non;;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;91027;R11;A25;D091;UU00851;2022;2023;;
2021-22;Commune;Athis-Mons;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;145.0;145.0;non;;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;91027;R11;A25;D091;UU00851;2021;2022;;
2021-22;Commune;Athis-Mons;STS;Sections de techniciens supérieurs (STS) et assimilés;PR;Établissements privés;1;Masculin;38.0;38.0;non;;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;91027;R11;A25;D091;UU00851;2021;2022;;
2021-22;Commune;Athis-Mons;STS;Sections de techniciens supérieurs (STS) et assimilés;PU;Établissements publics;2;Feminin;104.0;104.0;non;;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;91027;R11;A25;D091;UU00851;2021;2022;;
2021-22;Commune;Brétigny-sur-Orge;UNIV;Universités;PU;Établissements publics;1;Masculin;193.0;193.0;oui;156.0;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;91103;R11;A25;D091;UU00851;2021;2022;;
2021-22;Commune;Brunoy;STS;Sections de techniciens supérieurs (STS) et assimilés;PR;Établissements privés;1;Masculin;112.0;112.0;non;;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;91114;R11;A25;D091;UU00851;2021;2022;;
2021-22;Commune;Brunoy;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;157.0;157.0;non;;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;91114;R11;A25;D091;UU00851;2021;2022;;
2022-23;Commune;Bures-sur-Yvette;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;41.0;41.0;non;;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;91122;R11;A25;D091;UU00851;2022;2023;;
2021-22;Commune;Bures-sur-Yvette;STS;Sections de techniciens supérieurs (STS) et assimilés;PR;Établissements privés;1;Masculin;48.0;48.0;non;;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;91122;R11;A25;D091;UU00851;2021;2022;;
2021-22;Commune;Bures-sur-Yvette;STS;Sections de techniciens supérieurs (STS) et assimilés;PR;Établissements privés;2;Feminin;79.0;79.0;non;;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;91122;R11;A25;D091;UU00851;2021;2022;;
2021-22;Commune;Cerny;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;43.0;43.0;non;;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;91129;R11;A25;D091;UU91206;2021;2022;;
